longitude,latitude,acq_date,DEM,fire,lst,prcp,7dayprecip,at
82.4503,27.9629,2019-06-15,990.0338134765624,0,37.450000000000045,0.0,17.603111788630486,31.602349853515648
81.409,28.4598,2019-05-17,378.679443359375,1,,0.0,0.0,29.104547119140648
84.9714,27.2113,2019-03-15,186.68914794921875,0,,1.532701849937439,0.0,23.367211914062523
81.2042,28.7409,2019-05-09,938.689453125,1,34.75000000000006,0.0,0.0,28.976434326171898
81.9027,28.1332,2019-03-10,264.0931091308594,0,26.510000000000048,0.0,0.0,19.13167724609372
81.3,28.6396,2019-06-16,508.1605529785156,0,37.35000000000002,0.0004020383639726,23.57669088954572,31.387994384765648
80.2161,28.8633,2019-05-12,190.4499664306641,0,36.49000000000001,0.0,4.485002517700195,31.52083740234372
82.001,28.0928,2019-06-24,417.5569152832031,0,,74.12103271484375,0.0,23.038140869140648
82.1354,28.3511,2019-06-24,1452.709716796875,0,,64.51944732666016,0.0,21.356988525390648
84.6572,27.9491,2019-03-15,820.8402099609375,0,,0.0,6.054381370544434,19.911187744140648
81.37,28.5503,2019-04-25,257.92596435546875,0,,2.0223138332366943,0.6430278457701206,26.159967041015648
84.9744,27.2761,2019-12-05,290.0002136230469,0,21.930000000000007,0.0,0.0,14.118707275390648
80.6829,28.8578,2019-05-19,444.70556640625,1,,5.390360355377197,0.0,25.135308837890648
80.7783,28.9532,2019-05-08,1406.098876953125,1,33.35000000000002,6.270797729492188,2.7741706371307373,25.458612060546898
83.0949,27.6733,2019-06-11,120.92111206054688,0,,0.0,32.794795989990234,31.213677978515648
80.6706,28.8332,2019-04-19,268.90496826171875,1,,0.0,3.817041397094727,20.4306579589844
84.7467,28.049,2019-05-18,905.1314697265624,0,28.05000000000001,9.297571182250977,19.51557922363281,19.074792480468773
82.4232,27.8101,2019-03-28,380.091064453125,0,28.19000000000005,0.0,18.917770385742188,21.022576904296898
82.2947,28.4001,2019-02-10,1375.3349609375,0,,0.0,40.07064437866211,8.962701416015648
81.2735,28.5284,2019-05-15,184.189453125,1,30.670000000000016,0.0,0.0,27.441918945312523
80.6318,29.125,2019-03-14,1618.5966796875,0,,0.0,0.0,16.111047363281273
82.0261,28.0798,2019-04-02,379.3192443847656,1,32.89000000000004,2.729790449142456,4.075541973114014,21.648736572265648
86.6337,26.71,2019-02-10,337.076416015625,0,,0.0,30.690092086791992,14.293817138671898
87.7107,27.1896,2019-05-09,854.8521728515625,0,27.53000000000003,0.0,0.0,19.400445556640648
81.8435,28.1225,2019-02-23,189.100341796875,0,23.010000000000048,0.0,3.408085584640503,20.515771484375023
81.9763,28.2934,2019-01-30,678.3031005859375,0,16.130000000000052,0.0,9.286109924316406,10.554620361328148
82.7464,27.8977,2019-05-10,752.9747314453125,0,33.910000000000025,0.0,4.9020676612854,27.79866943359372
81.2847,28.5274,2019-06-15,186.9953155517578,0,37.83000000000004,0.0,18.6623764038086,30.787530517578148
82.6824,27.9159,2019-05-11,640.228515625,1,37.13000000000005,0.0,0.0,28.1889587402344
84.7986,27.3359,2019-03-25,281.142333984375,1,27.150000000000038,0.0,0.0,23.0109802246094
82.1939,28.3195,2019-05-11,1541.7008056640625,1,36.43000000000001,0.0,0.0,25.950555419921898
80.4826,29.1847,2019-05-07,1229.646240234375,1,31.55000000000001,0.0,7.1122918128967285,24.3300720214844
82.2291,27.994,2019-03-20,440.7235412597656,0,28.010000000000048,0.0,0.0,21.508813476562523
80.1938,29.1102,2019-05-08,707.0708618164062,1,35.190000000000055,0.0,0.0,25.481469726562523
82.2339,28.2669,2019-05-28,1049.2177734375,0,34.190000000000055,0.0,4.5922722816467285,26.3842712402344
81.9386,28.1341,2019-02-04,600.5170288085938,0,22.13000000000005,0.0,5.123197078704834,13.837518310546898
83.9765,27.5019,2019-05-15,179.9072723388672,1,30.170000000000016,0.0,0.0,26.107446289062523
81.5925,28.3732,2019-04-29,319.9568176269531,1,34.33000000000004,0.0,1.4956786185503006,27.3854919433594
82.9866,28.114,2019-02-22,1440.8812255859375,0,22.07000000000005,0.0,0.0,13.709008789062525
80.7365,29.0923,2019-05-23,1436.5877685546875,1,31.79000000000002,0.0,4.9545063972473145,25.147576904296898
80.369,28.8692,2019-05-28,198.5116271972656,0,44.49000000000001,0.0,0.0,30.9438415527344
80.9971,28.9324,2019-04-01,432.5054321289063,0,29.57000000000005,0.0,5.859500408172607,20.9987731933594
81.2929,28.6565,2019-01-13,502.8921813964844,0,15.870000000000005,0.0,0.0,13.066369628906273
82.0479,28.0569,2019-04-19,309.2186279296875,1,30.910000000000025,0.0,0.0,21.816308593750023
80.3901,29.0967,2019-06-08,753.4247436523438,0,33.33000000000004,0.0,60.88508224487305,24.130273437500023
80.9622,28.5333,2019-05-18,153.58041381835938,1,45.63000000000005,0.0,0.0,29.245141601562523
84.8066,27.2418,2019-03-28,155.61141967773438,0,29.010000000000048,0.0,21.150139808654785,23.193719482421898
82.8205,28.0045,2019-05-11,718.9327392578125,1,35.99000000000001,4.283881187438965,0.0,23.1855407714844
81.6727,28.4958,2019-04-19,618.8135986328125,0,,0.0,1.11622416973114,21.781335449218773
81.546,28.7129,2019-03-12,659.4063110351562,0,23.57000000000005,0.0,0.0,18.181268310546898
81.3319,28.7055,2019-05-08,558.1995849609375,0,37.97000000000003,4.536810398101807,4.403114795684815,27.3542419433594
82.1395,28.0204,2019-04-22,266.4027709960937,0,34.13000000000005,0.1996773034334182,0.0,23.212335205078148
81.3946,28.4495,2019-04-26,493.7882080078125,0,30.21000000000004,0.0021577368024736,2.534771263599396,29.388085937500023
80.8452,28.5704,2019-01-31,159.1959991455078,0,17.310000000000002,0.0,8.864118576049805,12.891473388671898
86.6337,26.71,2019-03-15,337.076416015625,1,,0.0,0.0,25.6945739746094
82.0606,28.1552,2019-05-16,732.9848022460938,0,,0.0,3.5633983612060547,26.758172607421898
81.6025,28.3225,2019-04-28,490.6472778320313,0,39.870000000000005,0.0,1.701217159628868,27.502069091796898
81.1126,28.8596,2019-04-02,544.3446044921875,0,29.63000000000005,2.4229564666748047,5.3401594161987305,18.176171875000023
81.6358,28.4215,2019-04-09,802.7110595703125,0,29.77000000000004,1.3135370016098022,12.175699472427368,22.6686950683594
81.429,28.8985,2019-05-21,883.0655517578125,1,32.99000000000001,0.0,0.0,26.011407470703148
82.1921,28.2511,2019-06-01,1639.3701171875,0,33.59000000000003,10.97933864593506,0.0,26.368371582031276
80.9218,28.8071,2019-04-19,600.2418823242188,0,,0.0,5.923037528991699,17.774591064453148
80.4315,28.7261,2019-02-25,183.20822143554688,0,,12.482319831848145,4.160773277282715,16.981744384765648
82.1695,28.0257,2019-03-29,556.3265380859375,0,31.77000000000004,0.0,13.939514636993408,21.707421875000023
84.9189,27.2279,2019-03-25,194.27389526367188,1,28.170000000000016,0.0,0.0,23.736230468750023
81.1974,28.9743,2019-02-23,1811.481689453125,0,16.390000000000043,0.0,4.087900161743164,14.591973876953148
80.4033,28.7867,2019-05-05,195.0,0,40.950000000000045,0.0,0.0,27.575585937500023
81.3848,28.9615,2019-06-17,1260.5404052734375,1,40.450000000000045,0.0,15.086047991684609,27.865655517578148
83.9475,27.4914,2019-03-16,161.87057495117188,0,,2.0374021530151367,1.8704146146774288,22.679620361328148
80.1567,28.9264,2019-05-31,205.794174194336,0,32.73000000000002,0.0,11.254236221313477,31.935479736328148
80.6447,29.1344,2019-05-26,1566.618408203125,1,30.590000000000032,0.0,0.0,23.488488769531276
81.6778,28.5345,2019-03-21,452.4259643554688,0,24.69000000000005,0.0,0.0,18.712915039062523
80.4055,29.0556,2019-05-04,1030.68017578125,0,,5.601410865783691,0.0,21.7299743652344
81.5006,28.5191,2019-03-21,944.7982177734376,0,24.610000000000014,0.0,0.0,18.712915039062523
81.313,28.5971,2019-04-05,259.24530029296875,0,30.970000000000027,0.0,3.626851558685303,23.943902587890648
80.7139,28.6579,2019-04-27,169.5730743408203,1,36.31,0.0,1.2224745005369186,30.028009033203148
80.4544,28.9738,2019-06-21,746.0048217773438,0,,0.0,0.0001849108812166,28.485528564453148
81.9481,28.3271,2019-02-23,898.8572387695312,0,21.63000000000005,0.0,0.0,18.814508056640648
81.9509,28.1098,2019-03-31,253.871826171875,0,31.49000000000001,0.0,8.441313743591309,26.047784423828148
80.7367,29.0372,2019-05-07,894.6265869140625,1,34.33000000000004,0.0,5.1643171310424805,23.935327148437523
80.2294,28.8222,2019-04-01,182.11993408203125,0,34.450000000000045,0.0,4.729244232177734,25.369927978515648
81.7006,28.4784,2019-05-30,667.588134765625,0,39.57000000000005,0.0,5.76154375076294,29.742059326171898
81.5358,28.7005,2019-04-21,1061.6209716796875,0,29.890000000000043,0.0,2.711632490158081,22.4719177246094
86.9806,26.7669,2019-03-23,219.6126403808593,1,29.910000000000025,0.0,0.0,21.46126708984372
81.4506,28.3289,2019-01-06,174.93617248535156,0,19.510000000000048,0.0,0.0,14.002832031250025
80.186,28.8461,2019-05-20,185.49221801757807,0,35.53000000000003,0.0,8.305495262145996,29.373803710937523
83.1646,27.74,2019-06-16,169.60037231445312,0,34.01000000000005,0.0,24.47740423679352,33.72646484375002
81.4893,28.6955,2019-06-15,680.0000610351562,0,37.170000000000016,0.0007985541014932,10.651279926300049,30.787530517578148
85.2926,27.1293,2019-03-20,132.76551818847656,1,27.870000000000005,0.0,0.0,21.132623291015648
84.0478,27.5303,2019-03-23,381.7774963378906,0,27.970000000000027,0.0,0.0,20.803857421875023
81.9893,27.9526,2019-03-26,392.0516357421875,0,,18.367733001708984,0.0,25.260552978515648
81.5256,28.3588,2019-05-18,539.3757934570312,0,44.39000000000004,0.0,0.0,28.692529296875023
80.3401,28.7432,2019-04-03,181.3412170410156,1,32.85000000000002,0.0,5.69509744644165,24.362451171875023
84.4596,27.5501,2019-05-27,182.2224578857422,0,28.69000000000005,0.0,38.16793155670166,26.107080078125023
80.9826,28.8872,2019-05-19,1480.3800048828125,0,,6.031270503997803,5.337221622467041,22.291619873046898
84.0541,27.5234,2019-04-18,396.980224609375,0,,0.0,24.999755859375,21.679315185546898
84.6572,27.9491,2019-06-01,820.8402099609375,0,26.950000000000045,0.0,0.0,24.045770263671898
84.9436,27.2829,2019-03-22,309.6916809082031,1,29.590000000000032,0.0,0.0,22.748651123046898
81.9125,28.1035,2019-06-14,237.0087280273437,0,31.610000000000014,1.578086256980896,11.528176512569187,30.77864990234372
80.1902,29.1054,2019-03-16,816.2432250976562,0,22.19000000000005,0.0,3.329625368118286,15.158258056640648
80.8464,28.5969,2019-05-09,160.1868896484375,0,43.49000000000001,0.0,0.0,30.134973144531276
80.5418,29.1616,2019-01-10,1141.350341796875,0,15.630000000000052,0.0,0.0,9.770867919921898
81.4215,28.2039,2019-02-05,149.19082641601562,0,,0.0,0.0,14.448541259765648
81.954,27.9813,2019-04-28,245.2823944091797,1,37.99000000000001,0.0,1.270843760110438,31.075860595703148
80.6236,29.1211,2019-06-24,1506.355712890625,0,,0.0,0.0,23.833795166015648
80.4558,28.8046,2019-04-19,204.7719116210937,0,,0.0,5.406081676483154,22.303277587890648
80.5306,29.0384,2019-05-02,1007.3782958984376,0,36.450000000000045,0.0,0.0,24.980584716796898
81.1379,28.8094,2019-02-22,671.0309448242188,0,,0.0,0.0,13.186944580078148
85.9545,26.9817,2019-02-04,301.6596984863281,1,25.090000000000032,0.0,3.004392385482788,17.554193115234398
81.307,28.548,2019-06-14,195.5182647705078,0,31.410000000000025,0.0,15.162668228149414,30.447625732421898
80.3628,29.231,2019-05-23,1848.013427734375,1,32.47000000000003,0.0,8.271852493286133,25.079034423828148
87.2733,26.7806,2019-04-30,251.2078094482422,0,,0.0,2.6428272128105164,22.7141052246094
84.1488,27.555,2019-11-11,137.24554443359375,0,,0.0,0.0,20.818658447265648
83.1832,27.7382,2019-12-31,190.2303466796875,0,,0.0,0.0,9.650903320312525
84.3418,27.5571,2019-05-26,167.14047241210938,0,26.77000000000004,0.0,60.353126525878906,25.644616699218773
81.7788,28.435,2019-03-21,558.233154296875,0,24.81,0.0,0.0,19.075372314453148
81.84,28.114,2019-05-23,180.6587371826172,0,41.21000000000004,0.0,8.638429641723633,30.562371826171898
80.5639,28.9011,2019-06-08,717.5474853515625,0,33.27000000000004,0.0,72.6474437713623,26.591729736328148
81.5416,28.3524,2019-04-28,581.1953125,1,36.55000000000001,0.0,1.392399962991476,27.502069091796898
80.4599,29.1162,2019-01-31,574.10791015625,0,15.79000000000002,0.0,0.0,10.555871582031273
81.8837,28.1015,2019-05-09,205.8662109375,1,38.910000000000025,0.0,37.99191284179688,30.241906738281276
83.5038,27.6476,2019-04-21,135.55123901367188,1,36.190000000000055,0.0,10.963881969451904,24.1362243652344
83.9017,27.6266,2019-04-28,315.662109375,0,29.910000000000025,0.0,3.228810198605061,26.038934326171898
80.6152,29.0907,2019-05-02,1739.7572021484375,0,,0.0,0.0,24.980584716796898
81.0215,29.2673,2019-05-21,1209.6043701171875,1,34.170000000000016,0.0,13.53599452972412,18.028741455078148
82.1201,28.324,2019-01-12,1415.4002685546875,0,16.33000000000004,0.0,0.0,10.395715332031273
80.8057,29.3811,2019-05-15,1658.1868896484375,1,33.190000000000055,0.0,11.783063888549805,16.926934814453148
81.9286,28.1154,2019-03-18,259.7054138183594,0,28.150000000000038,0.0,0.0,20.879785156250023
80.8831,28.5489,2019-03-17,160.27218627929688,0,28.390000000000043,0.0,0.0,19.6406188964844
84.7869,28.283,2019-12-31,3237.468994140625,1,5.390000000000043,0.0,0.0,-15.086431884765602
81.954,27.9813,2019-05-01,245.2823944091797,0,30.77000000000004,0.0,0.7735361019149423,31.641656494140648
81.2117,28.9912,2019-05-23,1253.71484375,1,34.670000000000016,0.0,4.714459896087647,23.939080810546898
80.653,29.4475,2019-04-18,1833.2574462890625,0,,4.113099098205566,11.945730686187744,14.099969482421898
84.8367,27.3371,2019-03-28,352.23358154296875,1,29.090000000000032,0.0,16.93990421295166,21.416192626953148
81.7607,28.7231,2019-05-23,1564.947021484375,1,34.610000000000014,0.0,6.093016147613525,23.8723083496094
80.8675,28.6097,2019-05-04,164.99998474121094,0,,0.0,0.0,27.326196289062523
84.7652,27.3426,2019-03-28,244.6376800537109,0,29.05000000000001,0.0,16.368558883666992,21.416192626953148
82.4191,27.8104,2019-05-26,420.3797607421875,0,,0.0,4.758933544158936,28.720971679687523
81.3131,28.7084,2019-05-31,455.790283203125,0,36.97000000000003,15.726171493530272,6.002970218658447,30.172937011718773
82.8981,28.0149,2019-01-01,1070.2794189453125,0,15.010000000000048,0.0,5.1837592124938965,7.886712646484398
80.469,28.7751,2019-04-27,194.76705932617188,1,38.79000000000002,0.0,0.8569925278425217,28.8078552246094
83.1891,27.7364,2019-11-24,194.71511840820312,0,,0.0,0.0,18.796746826171898
80.8737,28.7996,2019-06-12,334.50909423828125,0,36.63000000000005,5.3237409591674805,54.52035140991211,27.033624267578148
85.2159,27.8842,2019-05-02,975.9493408203124,1,33.09000000000003,0.0,6.524764865636826,22.14681396484372
80.3142,29.1083,2019-05-11,669.137939453125,1,35.03000000000003,6.460595607757568,0.0,25.887322998046898
81.3143,28.564,2019-05-09,203.94046020507807,1,38.59000000000003,7.311793804168701,37.696136474609375,28.315148925781276
81.4384,28.5169,2019-06-17,467.0252685546875,0,36.690000000000055,0.0,14.925923347473145,30.501031494140648
80.6432,29.116,2019-06-18,1420.3045654296875,0,29.890000000000043,0.0,21.02880096435547,24.561975097656276
81.5245,28.5367,2019-04-20,706.5171508789062,0,26.63000000000005,2.238310575485229,0.0,20.82747802734372
85.8338,27.0207,2019-03-20,231.5044403076172,1,31.090000000000032,0.0,0.0,19.839166259765648
86.0278,27.0469,2019-01-20,391.3433227539063,0,,0.0,3.009793281555176,12.865686035156273
81.2929,28.6565,2019-05-07,502.8921813964844,1,36.21000000000004,0.0,4.925897121429443,26.996148681640648
81.2786,28.5924,2019-05-22,201.2193298339844,1,36.51000000000005,0.0,6.954732894897461,29.431298828125023
82.8049,27.9025,2019-12-05,421.6734924316406,0,19.950000000000045,0.0,0.0,13.736627197265648
82.2829,27.8483,2019-06-09,511.57562255859375,0,31.390000000000043,0.0,42.65601062774658,30.233087158203148
80.5088,29.0238,2019-05-06,1085.704345703125,1,33.35000000000002,0.0,5.042923927307129,23.1279235839844
81.485,28.3875,2019-06-24,505.33697509765625,0,,15.894505500793455,13.534469604492188,25.575219726562523
82.6655,27.7696,2019-05-07,432.4742431640625,1,36.47000000000003,0.0,5.446892261505127,26.364312744140648
82.1576,27.8937,2019-05-07,453.8123474121094,1,37.31,0.0,0.0,28.823663330078148
80.1771,28.8106,2019-04-20,180.7590789794922,0,32.57000000000005,0.0,4.949867606163025,24.868768310546898
86.5608,26.9083,2019-03-23,586.5741577148438,1,31.470000000000027,0.0,0.0,23.342889404296898
85.7125,27.039,2019-03-15,184.30288696289065,0,,0.0,0.0,21.797143554687523
87.8298,27.5263,2019-04-22,1870.30810546875,0,,0.3270587921142578,22.225038528442383,-2.6183532714843523
81.3695,28.5393,2019-05-28,235.4509735107422,0,40.55000000000001,0.0,5.136056900024414,29.7712341308594
82.2223,28.2804,2019-05-19,1141.5477294921875,1,,0.0,0.0,23.896142578125023
81.5553,28.3727,2019-05-08,792.284912109375,0,38.43000000000001,0.0,3.939520359039306,28.027032470703148
82.0765,28.1929,2019-04-14,577.84912109375,0,33.05000000000001,0.0,1.6423169374465942,25.347467041015648
80.5957,28.8633,2019-01-30,317.3849792480469,0,18.21000000000004,0.0,11.30751609802246,10.390893554687525
80.7004,28.7041,2019-05-06,179.99998474121094,1,39.47000000000003,0.0,0.0,28.213494873046898
81.409,28.4598,2019-04-09,378.679443359375,0,28.750000000000057,2.6818344593048096,15.673930883407593,24.689660644531276
81.2701,28.8028,2019-03-05,633.4430541992188,0,,0.0,55.043678283691406,13.273919677734398
82.0033,28.6442,2019-05-29,1528.3411865234375,1,37.670000000000016,0.0,6.7334885597229,21.901239013671898
80.8523,28.9371,2019-05-14,1130.4678955078125,0,31.55000000000001,6.518027305603027,7.243513584136963,23.857843017578148
80.62,29.072,2019-05-12,1260.3311767578125,1,,0.0,5.89818811416626,25.541192626953148
82.8981,28.0149,2019-01-12,1070.2794189453125,0,16.590000000000032,0.0,4.304332256317139,7.656732177734398
82.298,27.8455,2019-06-15,554.5093994140625,0,34.63000000000005,0.0,14.367897816002367,31.602349853515648
81.5363,28.4747,2019-04-23,639.0833740234375,0,36.09000000000003,0.0358455702662467,2.143946200609207,25.282128906250023
84.9478,27.2801,2019-02-10,309.29010009765625,0,,0.0,21.7344913482666,12.809594726562525
82.1669,27.9191,2019-05-06,468.0955505371094,1,33.670000000000016,0.0,0.0,28.0253845214844
82.8634,27.7608,2019-11-11,565.3455200195312,0,23.650000000000038,0.0,0.0,18.665338134765648
81.2702,28.5748,2019-03-08,190.37420654296875,0,26.110000000000014,0.0,9.515881538391112,16.607385253906273
86.417,26.9813,2019-04-21,316.8877868652344,0,32.53000000000003,0.0,13.149142265319824,24.991967773437523
83.976,27.6272,2019-04-30,286.17724609375,0,29.650000000000038,0.0,4.324490502476692,26.627587890625023
80.7391,28.6709,2019-05-13,176.89837646484375,0,39.75000000000006,0.0,0.0,29.937677001953148
82.6824,27.9159,2019-06-16,640.228515625,0,38.31,0.0,14.658792734146118,30.269982910156276
81.9667,28.2635,2019-12-30,541.6779174804688,0,16.150000000000034,0.0,0.0,9.011315917968773
81.8997,27.9611,2019-04-01,290.13311767578125,0,31.650000000000038,0.0,17.643959045410156,27.590447998046898
81.3573,28.6003,2019-05-08,575.6553955078125,1,36.93000000000001,0.0,0.0,27.3542419433594
81.474,28.3685,2019-02-16,186.96730041503903,0,21.170000000000016,4.179296016693115,20.896480083465576,15.942926025390648
86.0324,27.0151,2019-12-06,381.78033447265625,0,,0.0,0.0,14.064630126953148
81.3282,28.6074,2019-05-01,380.839599609375,1,29.83000000000004,0.0,1.934053269214928,28.595574951171898
81.2654,28.5223,2019-03-28,177.38002014160156,0,27.69000000000005,2.5805580615997314,5.549389362335205,21.130670166015648
83.9128,27.5177,2019-05-12,220.76573181152344,1,,0.0,0.0,28.516198730468773
81.8693,28.3033,2019-04-22,596.46484375,1,,0.2277213186025619,1.9478614330291748,22.0205017089844
82.1071,28.4486,2019-03-13,1049.1153564453125,0,23.010000000000048,0.0,0.0,17.951318359375023
80.6527,29.0179,2019-05-30,1054.315185546875,1,35.59000000000003,0.0,17.195415496826172,26.481103515625023
81.5063,28.4066,2019-04-29,607.8780517578125,1,32.950000000000045,0.0,1.897924672812224,27.3854919433594
84.7858,27.2696,2019-05-18,174.99754333496094,0,33.71000000000004,0.0,0.0,28.556085205078148
82.1149,28.0517,2019-04-30,563.9336547851562,1,38.450000000000045,0.0,1.2766821067780256,27.489282226562523
84.8066,27.2418,2019-03-22,155.61141967773438,1,30.63000000000005,0.0,0.0,24.1721130371094
80.9971,28.9324,2019-05-07,432.5054321289063,0,34.150000000000034,0.0,0.0,24.423974609375023
81.3485,28.893,2019-03-28,632.4008178710938,0,27.090000000000032,0.0,8.967405319213867,18.378137207031276
81.9431,28.4843,2019-01-22,1541.87353515625,0,,11.347156524658203,0.0,14.309075927734398
84.6187,28.1235,2019-03-21,1266.9176025390625,1,24.930000000000007,12.856276512145996,0.0,10.455651855468773
83.0107,28.1335,2019-04-24,1503.48779296875,0,,0.9914867281913756,2.073378086090088,16.555169677734398
85.7739,27.0172,2019-03-19,197.97671508789065,1,,0.0,0.0,20.470819091796898
81.4539,28.4161,2019-01-04,528.1569213867188,0,16.49000000000001,0.0,4.495877742767334,12.798974609375025
82.1442,28.5452,2019-03-14,1354.2353515625,0,12.510000000000048,0.0,0.0,15.071557617187525
80.7378,28.9196,2019-04-24,1200.2205810546875,0,,1.569799542427063,0.0526298210024833,24.9081970214844
84.7982,27.2952,2019-03-01,212.96229553222656,0,,0.0,0.0,13.429498291015648
81.4421,28.4142,2019-04-19,408.4304809570313,0,29.71000000000004,0.0,1.6191850900650024,23.699029541015648
82.6268,27.9346,2019-03-18,659.3038940429688,0,24.49000000000001,0.0,0.0,19.06820068359372
81.8994,28.1507,2019-05-15,243.6434783935547,0,,4.156386852264404,4.413504600524902,28.185937500000023
82.0601,28.0649,2019-05-01,405.45947265625,0,32.870000000000005,0.0,0.9953964129090308,27.898583984375023
